stamp,key_id,long_dis,long_vel,lat_dis,lat_vel,left_line_dis,right_line_dis,ttc,Key_left_line_dis,Key_right_line_dis,CIPV_Speed
1594626647912,c135bb05-0bd7-4660-80c4-5ec4cbd8b41e,18.94,0.000667572,8.481165E-06,0,1.975,1.675,28371.47,2.025,1.725,8.332211
1594626647937,c135bb05-0bd7-4660-80c4-5ec4cbd8b41e,18.93978,0.007910728,8.481069E-06,0,1.975,1.675,2394.189,2.025,1.725,8.320414
1594626647962,c135bb05-0bd7-4660-80c4-5ec4cbd8b41e,18.93958,0.01000214,8.480982E-06,0,1.975,1.675,1893.554,2.025,1.725,8.31426
1594626647989,c135bb05-0bd7-4660-80c4-5ec4cbd8b41e,18.93936,0.0110178,8.482745E-06,0,1.975,1.675,1718.978,2.025,1.725,8.308066
1594626648014,c135bb05-0bd7-4660-80c4-5ec4cbd8b41e,18.93912,0.01164246,8.480777E-06,0,1.975,1.675,1626.729,2.025,1.725,8.301393
1594626648040,c135bb05-0bd7-4660-80c4-5ec4cbd8b41e,18.93887,0.01207638,8.482531E-06,0,1.975,1.675,1568.258,2.025,1.725,8.294314
1594626648064,c135bb05-0bd7-4660-80c4-5ec4cbd8b41e,18.93862,0.01262569,8.480556E-06,0,1.975,1.675,1500.006,2.025,1.725,8.286743
1594626648089,c135bb05-0bd7-4660-80c4-5ec4cbd8b41e,18.93836,0.01350212,8.482302E-06,0,1.975,1.675,1402.621,2.025,1.725,8.27863
1594626648114,c135bb05-0bd7-4660-80c4-5ec4cbd8b41e,18.93791,0.01578331,8.480245E-06,0,1.975,1.675,1199.87,2.025,1.725,8.26533
1594626648138,c135bb05-0bd7-4660-80c4-5ec4cbd8b41e,18.93738,0.01959801,8.48001E-06,0,1.975,1.675,966.2913,2.025,1.725,8.250494
1594626648205,c135bb05-0bd7-4660-80c4-5ec4cbd8b41e,18.93718,0.02127838,8.479919E-06,0,1.975,1.675,889.9726,2.025,1.725,8.245163
1594626648230,c135bb05-0bd7-4660-80c4-5ec4cbd8b41e,18.93643,0.0277462,8.481453E-06,0,1.975,1.675,682.4874,2.025,1.725,8.227854
1594626648254,c135bb05-0bd7-4660-80c4-5ec4cbd8b41e,18.93505,0.0402441,8.480843E-06,0,1.975,1.675,470.505,2.025,1.725,8.201225
1594626648278,c135bb05-0bd7-4660-80c4-5ec4cbd8b41e,18.93361,0.05305386,8.478346E-06,0,1.975,1.675,356.8754,2.025,1.725001,8.178095
1594626648301,c135bb05-0bd7-4660-80c4-5ec4cbd8b41e,18.93016,0.08228493,8.478683E-06,0,1.975,1.675001,230.0562,2.025,1.725001,8.132229
1594626648325,c135bb05-0bd7-4660-80c4-5ec4cbd8b41e,18.92726,0.1052341,8.477403E-06,0,1.974999,1.675001,179.8586,2.024999,1.725001,8.099647
1594626648349,c135bb05-0bd7-4660-80c4-5ec4cbd8b41e,18.92491,0.1228189,8.476363E-06,0,1.974999,1.675001,154.0878,2.024999,1.725001,8.075786
