stamp,key_id,long_dis,long_vel,lat_dis,lat_vel,left_line_dis,right_line_dis,ttc,Key_left_line_dis,Key_right_line_dis,CIPV_Speed
1594696486861,None,99999,99999,99999,99999,2.050114,1.749886,99999,99999,99999,99999
1594696486884,None,99999,99999,99999,99999,2.050161,1.749839,99999,99999,99999,99999
1594696486908,None,99999,99999,99999,99999,2.05017,1.74983,99999,99999,99999,99999
1594696486932,None,99999,99999,99999,99999,2.050124,1.749876,99999,99999,99999,99999
1594696486955,None,99999,99999,99999,99999,2.049968,1.750031,99999,99999,99999,99999
1594696486978,None,99999,99999,99999,99999,2.049701,1.750299,99999,99999,99999,99999
1594696487002,None,99999,99999,99999,99999,2.049453,1.750547,99999,99999,99999,99999
1594696487026,None,99999,99999,99999,99999,2.049146,1.750854,99999,99999,99999,99999
1594696487053,None,99999,99999,99999,99999,2.048563,1.751437,99999,99999,99999,99999
1594696487076,None,99999,99999,99999,99999,2.04782,1.75218,99999,99999,99999,99999
1594696487120,None,99999,99999,99999,99999,2.046902,1.753098,99999,99999,99999,99999
1594696487144,None,99999,99999,99999,99999,2.0458,1.7542,99999,99999,99999,99999
1594696487167,None,99999,99999,99999,99999,2.044959,1.755041,99999,99999,99999,99999
1594696487191,None,99999,99999,99999,99999,2.044029,1.755971,99999,99999,99999,99999
1594696487216,None,99999,99999,99999,99999,2.043005,1.756995,99999,99999,99999,99999
1594696487239,None,99999,99999,99999,99999,2.041881,1.758119,99999,99999,99999,99999
1594696487262,None,99999,99999,99999,99999,2.039998,1.760002,99999,99999,99999,99999
1594696487285,None,99999,99999,99999,99999,2.0386,1.7614,99999,99999,99999,99999
1594696487309,None,99999,99999,99999,99999,2.03708,1.76292,99999,99999,99999,99999
1594696487333,None,99999,99999,99999,99999,2.034559,1.765441,99999,99999,99999,99999
1594696487356,None,99999,99999,99999,99999,2.031729,1.768271,99999,99999,99999,99999
1594696487379,None,99999,99999,99999,99999,2.028576,1.771424,99999,99999,99999,99999
1594696487403,None,99999,99999,99999,99999,2.026286,1.773714,99999,99999,99999,99999
1594696487427,None,99999,99999,99999,99999,2.022561,1.777439,99999,99999,99999,99999
1594696487450,None,99999,99999,99999,99999,2.01848,1.78152,99999,99999,99999,99999
1594696487474,None,99999,99999,99999,99999,2.015558,1.784442,99999,99999,99999,99999
1594696487497,None,99999,99999,99999,99999,2.010871,1.789129,99999,99999,99999,99999
1594696487522,None,99999,99999,99999,99999,2.005818,1.794182,99999,99999,99999,99999
1594696487545,None,99999,99999,99999,99999,2.000394,1.799606,99999,99999,99999,99999
1594696487568,None,99999,99999,99999,99999,1.99657,1.80343,99999,99999,99999,99999
1594696487592,None,99999,99999,99999,99999,1.990521,1.809479,99999,99999,99999,99999
1594696487615,None,99999,99999,99999,99999,1.988421,1.811579,99999,99999,99999,99999
1594696487639,None,99999,99999,99999,99999,1.9841,1.8159,99999,99999,99999,99999
1594696487663,None,99999,99999,99999,99999,1.979615,1.820385,99999,99999,99999,99999
1594696487687,None,99999,99999,99999,99999,1.972589,1.827411,99999,99999,99999,99999
1594696487710,None,99999,99999,99999,99999,0.05,0.05,99999,99999,99999,99999
1594696487734,None,99999,99999,99999,99999,0.05,0.05,99999,99999,99999,99999
1594696487757,None,99999,99999,99999,99999,0.05,0.05,99999,99999,99999,99999
1594696487780,None,99999,99999,99999,99999,0.05,0.05,99999,99999,99999,99999
1594696487806,None,99999,99999,99999,99999,0.05,0.05,99999,99999,99999,99999
1594696487829,None,99999,99999,99999,99999,0.05,0.05,99999,99999,99999,99999
1594696487853,c5856b7f-a77d-4809-8c1d-483fb6a14fa0,30.84486,5.158258,4.450091,-0.09532623,0.05,0.05,5.979706,0.1,0.1,2.582854
1594696487875,c5856b7f-a77d-4809-8c1d-483fb6a14fa0,30.7485,5.155661,4.40501,-0.09921818,0.05,0.05,5.964026,0.1,0.1,2.581631
1594696487897,c5856b7f-a77d-4809-8c1d-483fb6a14fa0,30.65212,5.153244,4.360084,-0.1031146,0.05,0.05,5.948123,0.1,0.1,2.580469
1594696487921,c5856b7f-a77d-4809-8c1d-483fb6a14fa0,30.55572,5.150878,4.315412,-0.1070072,0.05,0.05,5.932139,0.1,0.1,2.579364
1594696487944,c5856b7f-a77d-4809-8c1d-483fb6a14fa0,30.41105,5.147693,4.249045,-0.1128245,0.05,0.05,5.907705,0.1,0.1,2.577808
1594696487966,c5856b7f-a77d-4809-8c1d-483fb6a14fa0,30.26625,5.144615,4.183655,-0.1185982,0.05,0.05,5.883093,0.1,0.1,2.57637
1594696487989,c5856b7f-a77d-4809-8c1d-483fb6a14fa0,30.16963,5.142829,4.140705,-0.1224145,0.05,0.05,5.86635,0.1,0.1,2.575463
1594696488012,c5856b7f-a77d-4809-8c1d-483fb6a14fa0,30.02456,5.139972,4.077363,-0.128079,0.05,0.05,5.841386,0.1,0.1,2.574153
1594696488035,c5856b7f-a77d-4809-8c1d-483fb6a14fa0,29.87931,5.137417,4.015478,-0.1336552,0.05,0.05,5.816018,0.1,0.1,2.57287
1594696488059,c5856b7f-a77d-4809-8c1d-483fb6a14fa0,29.73385,5.134925,3.955219,-0.1391298,0.05,0.05,5.790512,0.1,0.1,2.571617
1594696488082,c5856b7f-a77d-4809-8c1d-483fb6a14fa0,29.63675,5.133298,3.916045,-0.1427148,0.05,0.05,5.773432,0.1,0.1,2.570828
