stamp,key_id,long_dis,long_vel,lat_dis,lat_vel,left_line_dis,right_line_dis,ttc,Key_left_line_dis,Key_right_line_dis,CIPV_Speed
1594627425445,061ba28a-7ae2-444e-a441-87ffc9ae99f9,68.72335,10.55069,3.052596E-05,0,1.975,1.675,6.513633,2.025,1.725,0.5589624
1594627425470,061ba28a-7ae2-444e-a441-87ffc9ae99f9,68.41302,10.52438,3.043921E-05,0,1.975,1.675,6.500431,2.025,1.725,0.5818687
1594627425493,061ba28a-7ae2-444e-a441-87ffc9ae99f9,67.99262,10.50237,3.032247E-05,0,1.975,1.675,6.474027,2.025,1.725,0.5967359
1594627425520,061ba28a-7ae2-444e-a441-87ffc9ae99f9,67.78282,10.48962,3.026521E-05,0,1.975,1.675,6.461896,2.025,1.725,0.6049802
1594627425545,061ba28a-7ae2-444e-a441-87ffc9ae99f9,67.57326,10.47534,3.020619E-05,0,1.975,1.675,6.450701,2.025,1.725,0.6143486
1594627425570,061ba28a-7ae2-444e-a441-87ffc9ae99f9,67.36394,10.46344,3.014541E-05,0,1.975,1.675,6.438027,2.025,1.725,0.6210794
1594627425595,061ba28a-7ae2-444e-a441-87ffc9ae99f9,67.15486,10.45341,3.008847E-05,0,1.975,1.675,6.424204,2.025,1.725,0.6258492
1594627425618,061ba28a-7ae2-444e-a441-87ffc9ae99f9,66.73738,10.42872,2.997302E-05,0,1.975,1.675,6.399381,2.025,1.725,0.6399004
1594627425641,061ba28a-7ae2-444e-a441-87ffc9ae99f9,66.32073,10.40455,2.985608E-05,0,1.975,1.675,6.374207,2.025,1.725,0.6534619
1594627425664,061ba28a-7ae2-444e-a441-87ffc9ae99f9,66.00879,10.38816,2.976861E-05,0,1.975,1.675001,6.354232,2.025,1.725,0.6619903
1594627425708,061ba28a-7ae2-444e-a441-87ffc9ae99f9,65.90488,10.38208,2.974135E-05,0,1.974999,1.675001,6.347946,2.025,1.725,0.6654797
1594627425733,061ba28a-7ae2-444e-a441-87ffc9ae99f9,65.69729,10.37202,2.968134E-05,0,1.974999,1.675001,6.334086,2.025,1.725,0.6704047
1594627425759,061ba28a-7ae2-444e-a441-87ffc9ae99f9,65.48985,10.37412,2.962512E-05,0,1.974999,1.675001,6.312812,2.025,1.725,0.6632599
1594627425782,061ba28a-7ae2-444e-a441-87ffc9ae99f9,65.17908,10.35942,2.953631E-05,0,1.974999,1.675001,6.291768,2.025,1.725,0.6705757
1594627425807,061ba28a-7ae2-444e-a441-87ffc9ae99f9,64.86874,10.33221,2.945141E-05,0,1.974999,1.675001,6.278303,2.025,1.725,0.6906314
1594627425832,061ba28a-7ae2-444e-a441-87ffc9ae99f9,64.55872,10.31075,2.936479E-05,0,1.974999,1.675001,6.261299,2.025,1.725,0.7051389
1594627425857,061ba28a-7ae2-444e-a441-87ffc9ae99f9,64.35233,10.29711,2.930904E-05,0,1.974999,1.675001,6.249555,2.025,1.725,0.7142735
1594627425881,061ba28a-7ae2-444e-a441-87ffc9ae99f9,64.043,10.314,2.922086E-05,0,1.974999,1.675001,6.20933,2.025,1.725,0.6907878
1594627425907,061ba28a-7ae2-444e-a441-87ffc9ae99f9,63.83701,10.30159,2.916528E-05,0,1.974999,1.675001,6.19681,2.025,1.725,0.6989062
1594627425931,061ba28a-7ae2-444e-a441-87ffc9ae99f9,63.63118,10.29007,2.910605E-05,0,1.974999,1.675001,6.183749,2.025,1.725,0.7062387
1594627425957,061ba28a-7ae2-444e-a441-87ffc9ae99f9,63.42552,10.27984,2.904875E-05,0,1.974999,1.675001,6.169891,2.025,1.725,0.7123576
1594627425980,061ba28a-7ae2-444e-a441-87ffc9ae99f9,63.11745,10.26637,2.896299E-05,0,1.974999,1.675001,6.14798,2.025,1.725,0.7198433
1594627426004,061ba28a-7ae2-444e-a441-87ffc9ae99f9,62.91217,10.25929,2.890587E-05,0,1.974999,1.675001,6.132214,2.025,1.725,0.7230432
1594627426029,061ba28a-7ae2-444e-a441-87ffc9ae99f9,62.49466,10.24713,2.879041E-05,0,1.974999,1.675001,6.098747,2.025,1.725,0.7277132
1594627426054,061ba28a-7ae2-444e-a441-87ffc9ae99f9,62.19474,10.23611,2.870452E-05,0,1.974999,1.675001,6.076014,2.025,1.725,0.7333495
1594627426079,061ba28a-7ae2-444e-a441-87ffc9ae99f9,61.88797,10.22291,2.86212E-05,0,1.974999,1.675001,6.05385,2.025,1.725,0.7413577
1594627426103,061ba28a-7ae2-444e-a441-87ffc9ae99f9,61.68353,10.21536,2.856258E-05,0,1.974999,1.675001,6.038311,2.025,1.725,0.7455558
1594627426128,061ba28a-7ae2-444e-a441-87ffc9ae99f9,61.37698,10.21523,2.847749E-05,0,1.974999,1.675001,6.008379,2.025,1.725,0.7408175
1594627426152,061ba28a-7ae2-444e-a441-87ffc9ae99f9,60.96883,10.20437,2.83643E-05,0,1.974999,1.675001,5.974773,2.025,1.725,0.7454775
1594627426175,061ba28a-7ae2-444e-a441-87ffc9ae99f9,60.66314,10.18368,2.82796E-05,0,1.974999,1.675001,5.956896,2.025,1.725,0.7617425
1594627426199,061ba28a-7ae2-444e-a441-87ffc9ae99f9,60.35746,10.18653,2.819489E-05,0,1.974998,1.675002,5.92522,2.025,1.725,0.7548669
1594627426245,061ba28a-7ae2-444e-a441-87ffc9ae99f9,60.15387,10.18098,2.813665E-05,0,1.974998,1.675002,5.908458,2.025,1.725,0.7581266
1594627426270,061ba28a-7ae2-444e-a441-87ffc9ae99f9,59.84877,10.16696,2.805221E-05,0,1.974998,1.675002,5.886595,2.025,1.725,0.7692512
1594627426294,061ba28a-7ae2-444e-a441-87ffc9ae99f9,59.4421,10.16034,2.793967E-05,0,1.974998,1.675002,5.850403,2.025,1.725,0.7727422
1594627426319,061ba28a-7ae2-444e-a441-87ffc9ae99f9,59.23889,10.15697,2.788159E-05,0,1.974998,1.675002,5.832341,2.025,1.725,0.7747154
1594627426342,061ba28a-7ae2-444e-a441-87ffc9ae99f9,58.93406,10.15518,2.779726E-05,0,1.974998,1.675002,5.803347,2.025,1.725,0.7751238
1594627426366,061ba28a-7ae2-444e-a441-87ffc9ae99f9,58.73099,10.15274,2.774111E-05,0,1.974998,1.675002,5.784744,2.025,1.725,0.7772843
1594627426391,061ba28a-7ae2-444e-a441-87ffc9ae99f9,58.42659,10.14679,2.765698E-05,0,1.974998,1.675002,5.758136,2.025,1.725,0.7838681
1594627426415,061ba28a-7ae2-444e-a441-87ffc9ae99f9,58.22361,10.14562,2.760086E-05,0,1.974998,1.675002,5.738795,2.025,1.725,0.7861371
1594627426440,061ba28a-7ae2-444e-a441-87ffc9ae99f9,58.02064,10.145,2.754289E-05,0,1.974998,1.675002,5.719139,2.025,1.725,0.7883249
1594627426467,061ba28a-7ae2-444e-a441-87ffc9ae99f9,57.71607,10.14877,2.745868E-05,0,1.974998,1.675002,5.687,2.025,1.725,0.7876226
1594627426491,061ba28a-7ae2-444e-a441-87ffc9ae99f9,57.5131,10.14905,2.740258E-05,0,1.974998,1.675002,5.666843,2.025,1.725,0.7897679
1594627426514,061ba28a-7ae2-444e-a441-87ffc9ae99f9,57.31012,10.14953,2.73446E-05,0,1.974998,1.675002,5.646581,2.025,1.725,0.7919595
1594627426539,061ba28a-7ae2-444e-a441-87ffc9ae99f9,57.10712,10.15014,2.728848E-05,0,1.974998,1.675002,5.626242,2.025,1.725,0.7941967
1594627426563,061ba28a-7ae2-444e-a441-87ffc9ae99f9,56.70107,10.1516,2.717435E-05,0,1.974998,1.675002,5.585433,2.025,1.725,0.7988399
1594627426587,061ba28a-7ae2-444e-a441-87ffc9ae99f9,56.39659,10.1543,2.709018E-05,0,1.974998,1.675002,5.553961,2.025,1.725,0.8009643
1594627426611,061ba28a-7ae2-444e-a441-87ffc9ae99f9,55.99036,10.16193,2.697598E-05,0,1.974998,1.675002,5.509814,2.025,1.725,0.799926
1594627426637,061ba28a-7ae2-444e-a441-87ffc9ae99f9,55.68552,10.14869,2.689165E-05,0,1.974998,1.675002,5.486967,2.025,1.725,0.8181916
1594627426660,061ba28a-7ae2-444e-a441-87ffc9ae99f9,55.27108,10.17656,2.677567E-05,0,1.974998,1.675002,5.431212,2.025,1.725,0.7970555
1594627426685,061ba28a-7ae2-444e-a441-87ffc9ae99f9,54.97427,10.18308,2.669303E-05,0,1.974998,1.675002,5.398588,2.025,1.725,0.7955803
1594627426708,061ba28a-7ae2-444e-a441-87ffc9ae99f9,54.66929,10.14856,2.660864E-05,0,1.974998,1.675002,5.386903,2.025,1.725,0.8351161
1594627426731,061ba28a-7ae2-444e-a441-87ffc9ae99f9,54.3642,10.1834,2.652419E-05,0,1.974997,1.675003,5.338511,2.025,1.725,0.8052225
1594627426755,061ba28a-7ae2-444e-a441-87ffc9ae99f9,54.05917,10.16425,2.643978E-05,0,1.974997,1.675003,5.318559,2.025,1.725,0.8292496
1594627426780,061ba28a-7ae2-444e-a441-87ffc9ae99f9,53.75386,10.176,2.635524E-05,0,1.974997,1.675003,5.282414,2.025,1.725,0.8222634
1594627426805,061ba28a-7ae2-444e-a441-87ffc9ae99f9,53.55036,10.17335,2.629704E-05,0,1.974997,1.675003,5.263789,2.025,1.725,0.8280226
1594627426829,061ba28a-7ae2-444e-a441-87ffc9ae99f9,53.24514,10.18875,2.621254E-05,0,1.974997,1.675003,5.225878,2.025,1.725,0.8171826
1594627426853,061ba28a-7ae2-444e-a441-87ffc9ae99f9,52.83791,10.19958,2.609789E-05,0,1.974997,1.675003,5.180401,2.025,1.725,0.8122306
1594627426877,061ba28a-7ae2-444e-a441-87ffc9ae99f9,52.53241,10.16665,2.601327E-05,0,1.974997,1.675003,5.16713,2.025,1.725,0.8494203
1594627426902,061ba28a-7ae2-444e-a441-87ffc9ae99f9,52.12501,10.17823,2.590041E-05,0,1.974997,1.675003,5.121227,2.025,1.725,0.8433285
1594627426926,061ba28a-7ae2-444e-a441-87ffc9ae99f9,51.709,10.19257,2.578374E-05,0,1.974997,1.675003,5.073203,2.025,1.725,0.8342279
1594627426950,061ba28a-7ae2-444e-a441-87ffc9ae99f9,51.41162,10.18403,2.570085E-05,0,1.974997,1.675003,5.048258,2.025,1.725,0.8465517
1594627426974,061ba28a-7ae2-444e-a441-87ffc9ae99f9,51.00389,10.17788,2.558784E-05,0,1.974997,1.675003,5.01125,2.025,1.725,0.8575399
1594627426999,061ba28a-7ae2-444e-a441-87ffc9ae99f9,50.69801,10.21411,2.550305E-05,0,1.974997,1.675003,4.963525,2.025,1.725,0.8247778
1594627427023,061ba28a-7ae2-444e-a441-87ffc9ae99f9,50.48568,10.18368,2.544281E-05,0,1.974997,1.675003,4.957507,2.025,1.725,0.8574513
1594627427046,061ba28a-7ae2-444e-a441-87ffc9ae99f9,50.18815,10.19609,2.535984E-05,0,1.974997,1.675003,4.922292,2.025,1.725,0.8482992
1594627427070,061ba28a-7ae2-444e-a441-87ffc9ae99f9,49.88202,10.19756,2.527494E-05,0,1.974997,1.675003,4.891562,2.025,1.725,0.8499585
1594627427095,061ba28a-7ae2-444e-a441-87ffc9ae99f9,49.67798,10.19295,2.52165E-05,0,1.974997,1.675003,4.87376,2.025,1.725,0.8565896
1594627427120,061ba28a-7ae2-444e-a441-87ffc9ae99f9,49.47393,10.18873,2.516178E-05,0,1.974997,1.675003,4.855751,2.025,1.725,0.8627722
1594627427145,061ba28a-7ae2-444e-a441-87ffc9ae99f9,49.16781,10.22346,2.507688E-05,0,1.974997,1.675003,4.809313,2.025,1.725,0.8308851
1594627427169,061ba28a-7ae2-444e-a441-87ffc9ae99f9,48.96367,10.2209,2.501839E-05,0,1.974996,1.675004,4.790545,2.025,1.725,0.8352733
1594627427193,061ba28a-7ae2-444e-a441-87ffc9ae99f9,48.65753,10.20203,2.493349E-05,0,1.974996,1.675004,4.769395,2.025,1.725,0.8567841
1594627427219,061ba28a-7ae2-444e-a441-87ffc9ae99f9,48.35118,10.20556,2.484849E-05,0,1.974996,1.675004,4.737727,2.025,1.725,0.855788
1594627427243,061ba28a-7ae2-444e-a441-87ffc9ae99f9,48.147,10.2001,2.478998E-05,0,1.974996,1.675004,4.72025,2.025,1.725,0.862884
1594627427268,061ba28a-7ae2-444e-a441-87ffc9ae99f9,47.73861,10.19396,2.467669E-05,0,1.974996,1.675004,4.683029,2.025,1.725,0.8721324
1594627427333,061ba28a-7ae2-444e-a441-87ffc9ae99f9,47.4322,10.22388,2.459167E-05,0,1.974996,1.675004,4.639356,2.025,1.725,0.8444277
1594627427357,061ba28a-7ae2-444e-a441-87ffc9ae99f9,47.02364,10.21245,2.44783E-05,0,1.974996,1.675004,4.604541,2.025,1.725,0.8586544
1594627427381,061ba28a-7ae2-444e-a441-87ffc9ae99f9,46.70863,10.20748,2.438947E-05,0,1.974996,1.675004,4.575922,2.025,1.725,0.8656113
1594627427406,061ba28a-7ae2-444e-a441-87ffc9ae99f9,46.51295,10.23263,2.433472E-05,0,1.974996,1.675004,4.545554,2.025,1.725,0.8417385
1594627427430,061ba28a-7ae2-444e-a441-87ffc9ae99f9,46.20645,10.20088,2.424966E-05,0,1.974996,1.675004,4.529655,2.025,1.725,0.8753237
1594627427455,061ba28a-7ae2-444e-a441-87ffc9ae99f9,45.89985,10.22609,2.416455E-05,0,1.974996,1.675004,4.488505,2.025,1.725,0.851863
1594627427483,061ba28a-7ae2-444e-a441-87ffc9ae99f9,45.59339,10.22106,2.407764E-05,0,1.974996,1.675004,4.460731,2.025,1.725,0.8585628
1594627427507,061ba28a-7ae2-444e-a441-87ffc9ae99f9,45.28671,10.20882,2.399436E-05,0,1.974996,1.675004,4.436038,2.025,1.725,0.8723913
1594627427531,061ba28a-7ae2-444e-a441-87ffc9ae99f9,44.87793,10.20357,2.387903E-05,0,1.974996,1.675004,4.398259,2.025,1.725,0.8796475
1594627427554,061ba28a-7ae2-444e-a441-87ffc9ae99f9,44.4691,10.21497,2.376553E-05,0,1.974996,1.675004,4.353328,2.025,1.725,0.8701272
1594627427577,061ba28a-7ae2-444e-a441-87ffc9ae99f9,44.36678,10.22689,2.373711E-05,0,1.974996,1.675004,4.338248,2.025,1.725,0.8586549
1594627427602,061ba28a-7ae2-444e-a441-87ffc9ae99f9,44.06018,10.22888,2.365201E-05,0,1.974996,1.675004,4.307431,2.025,1.725,0.8579735
1594627427626,061ba28a-7ae2-444e-a441-87ffc9ae99f9,43.6512,10.24092,2.353845E-05,0,1.974996,1.675004,4.262429,2.025,1.725,0.8475754
1594627427649,061ba28a-7ae2-444e-a441-87ffc9ae99f9,43.34446,10.20919,2.345327E-05,0,1.974995,1.675004,4.245633,2.025,1.725,0.8804731
1594627427672,061ba28a-7ae2-444e-a441-87ffc9ae99f9,42.93546,10.22207,2.333971E-05,0,1.974995,1.675005,4.200269,2.025,1.725,0.8690489
1594627427696,061ba28a-7ae2-444e-a441-87ffc9ae99f9,42.52639,10.23572,2.322425E-05,0,1.974995,1.675005,4.154705,2.025,1.725,0.856774
1594627427720,061ba28a-7ae2-444e-a441-87ffc9ae99f9,42.32183,10.24196,2.316744E-05,0,1.974995,1.675005,4.132201,2.025,1.725,0.851183
1594627427743,061ba28a-7ae2-444e-a441-87ffc9ae99f9,41.91265,10.24429,2.30538E-05,0,1.974995,1.675005,4.091319,2.025,1.725,0.8500876
